"initial_alias","converted_alias","name","description","namespace"
"220624_S_AT","ENSG00000135374","ELF5","E74 like ETS transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3320]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"220625_S_AT","ENSG00000135374","ELF5","E74 like ETS transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3320]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"223895_S_AT","ENSG00000006282","SPATA20","spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"223895_S_AT","ENSG00000049283","EPN3","epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"220318_AT","ENSG00000006282","SPATA20","spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"220318_AT","ENSG00000049283","EPN3","epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208156_X_AT","ENSG00000261150","EPPK1","epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"232165_AT","ENSG00000261150","EPPK1","epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"232164_S_AT","ENSG00000261150","EPPK1","epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"202454_S_AT","ENSG00000065361","ERBB3","erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1563253_S_AT","ENSG00000065361","ERBB3","erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]","AFFY_HG_U133_PLUS_2"
"226213_AT","ENSG00000065361","ERBB3","erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1563252_AT","ENSG00000065361","ERBB3","erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]","AFFY_HG_U133_PLUS_2"
"215638_AT","ENSG00000065361","ERBB3","erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"227450_AT","ENSG00000139055","ERP27","endoplasmic reticulum protein 27 [Source:HGNC Symbol;Acc:HGNC:26495]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219429_AT","ENSG00000103089","FA2H","fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"234963_S_AT","ENSG00000103089","FA2H","fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"230792_AT","ENSG00000165591","FAAH2","fatty acid amide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:26440]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"226863_AT","ENSG00000184731","FAM110C","family with sequence similarity 110 member C [Source:HGNC Symbol;Acc:HGNC:33340]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"242944_AT","ENSG00000147689","FAM83A","family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"238741_AT","ENSG00000147689","FAM83A","family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"239586_AT","ENSG00000147689","FAM83A","family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"238460_AT","ENSG00000147689","FAM83A","family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"229546_AT","ENSG00000162981","LRATD1","LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225667_S_AT","ENSG00000162981","LRATD1","LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"234331_S_AT","ENSG00000162981","LRATD1","LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"228459_AT","ENSG00000162981","LRATD1","LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"231439_AT","ENSG00000162981","LRATD1","LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225864_AT","ENSG00000168672","LRATD2","LRAT domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24166]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"209696_AT","ENSG00000165140","FBP1","fructose-bisphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3606]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1565752_AT","ENSG00000146192","FGD2","FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]","AFFY_HG_U133_PLUS_2"
"1565754_X_AT","ENSG00000146192","FGD2","FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]","AFFY_HG_U133_PLUS_2"
"215602_AT","ENSG00000146192","FGD2","FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1553906_S_AT","ENSG00000146192","FGD2","FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]","AFFY_HG_U133_PLUS_2"
"1559091_S_AT","ENSG00000146192","FGD2","FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]","AFFY_HG_U133_PLUS_2"
"242632_AT","ENSG00000146192","FGD2","FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"206109_AT","ENSG00000174951","FUT1","fucosyltransferase 1 (H blood group) [Source:HGNC Symbol;Acc:HGNC:4012]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214088_S_AT","ENSG00000171124","FUT3","fucosyltransferase 3 (Lewis blood group) [Source:HGNC Symbol;Acc:HGNC:4014]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216010_X_AT","ENSG00000130383","FUT5","fucosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4016]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216010_X_AT","ENSG00000156413","FUT6","fucosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4017]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216010_X_AT","ENSG00000171124","FUT3","fucosyltransferase 3 (Lewis blood group) [Source:HGNC Symbol;Acc:HGNC:4014]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216010_X_AT","ENSG00000267740","None","novel protein","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203397_S_AT","ENSG00000115339","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203398_S_AT","ENSG00000115339","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219508_AT","ENSG00000140297","GCNT3","glucosaminyl (N-acetyl) transferase 3, mucin type [Source:HGNC Symbol;Acc:HGNC:4205]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"231771_AT","ENSG00000121742","GJB6","gap junction protein beta 6 [Source:HGNC Symbol;Acc:HGNC:4288]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"229372_AT","ENSG00000174567","GOLT1A","golgi transport 1A [Source:HGNC Symbol;Acc:HGNC:24766]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219936_S_AT","ENSG00000138271","GPR87","G protein-coupled receptor 87 [Source:HGNC Symbol;Acc:HGNC:4538]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202831_AT","ENSG00000176153","GPX2","glutathione peroxidase 2 [Source:HGNC Symbol;Acc:HGNC:4554]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"229616_S_AT","ENSG00000175318","GRAMD2A","GRAM domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27287]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1552685_A_AT","ENSG00000134317","GRHL1","grainyhead like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:17923]","AFFY_HG_U133_PLUS_2"
"222830_AT","ENSG00000134317","GRHL1","grainyhead like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:17923]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219388_AT","ENSG00000083307","GRHL2","grainyhead like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2799]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219976_AT","ENSG00000134709","HOOK1","hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"225792_AT","ENSG00000134709","HOOK1","hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"205465_X_AT","ENSG00000002587","HS3ST1","heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205466_S_AT","ENSG00000002587","HS3ST1","heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"230030_AT","ENSG00000171004","HS6ST2","heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1552767_A_AT","ENSG00000171004","HS6ST2","heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133]","AFFY_HG_U133_PLUS_2"
"1552766_AT","ENSG00000171004","HS6ST2","heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133]","AFFY_HG_U133_PLUS_2"
"1553545_AT","ENSG00000145103","ILDR1","immunoglobulin like domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:28741]","AFFY_HG_U133_PLUS_2"
"235583_AT","ENSG00000145103","ILDR1","immunoglobulin like domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:28741]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"235046_AT","ENSG00000109452","INPP4B","inositol polyphosphate-4-phosphatase type II B [Source:HGNC Symbol;Acc:HGNC:6075]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"223878_AT","ENSG00000109452","INPP4B","inositol polyphosphate-4-phosphatase type II B [Source:HGNC Symbol;Acc:HGNC:6075]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"205376_AT","ENSG00000109452","INPP4B","inositol polyphosphate-4-phosphatase type II B [Source:HGNC Symbol;Acc:HGNC:6075]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202597_AT","ENSG00000117595","IRF6","interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1552478_A_AT","ENSG00000117595","IRF6","interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]","AFFY_HG_U133_PLUS_2"
"1552477_A_AT","ENSG00000117595","IRF6","interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]","AFFY_HG_U133_PLUS_2"
"1552477_A_AT","ENSG00000289700","None","novel protein","AFFY_HG_U133_PLUS_2"
"208083_S_AT","ENSG00000115221","ITGB6","integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208084_AT","ENSG00000115221","ITGB6","integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226535_AT","ENSG00000115221","ITGB6","integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"239517_AT","ENSG00000285373","LINC02478","long intergenic non-protein coding RNA 2478 [Source:HGNC Symbol;Acc:HGNC:53446]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"204733_AT","ENSG00000167755","KLK6","kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209800_AT","ENSG00000186832","KRT16","keratin 16 [Source:HGNC Symbol;Acc:HGNC:6423]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201650_AT","ENSG00000171345","KRT19","keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"235148_AT","ENSG00000157992","KRTCAP3","keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:HGNC:28943]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"209270_AT","ENSG00000196878","LAMB3","laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202267_AT","ENSG00000058085","LAMC2","laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207517_AT","ENSG00000058085","LAMC2","laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212531_AT","ENSG00000148346","LCN2","lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208885_AT","ENSG00000136167","LCP1","lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219181_AT","ENSG00000101670","LIPG","lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"224650_AT","ENSG00000147676","MAL2","mal, T cell differentiation protein 2 [Source:HGNC Symbol;Acc:HGNC:13634]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"240180_AT","ENSG00000135525","MAP7","microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"202889_X_AT","ENSG00000135525","MAP7","microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202890_AT","ENSG00000135525","MAP7","microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215471_S_AT","ENSG00000135525","MAP7","microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210058_AT","ENSG00000156711","MAPK13","mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210059_S_AT","ENSG00000156711","MAPK13","mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"235141_AT","ENSG00000152939","MARVELD2","MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"235955_AT","ENSG00000152939","MARVELD2","MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"239350_AT","ENSG00000140832","MARVELD3","MARVEL domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30525]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"239148_AT","ENSG00000140832","MARVELD3","MARVEL domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30525]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"233634_AT","ENSG00000140832","MARVELD3","MARVEL domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30525]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"204179_AT","ENSG00000198125","MB","myoglobin [Source:HGNC Symbol;Acc:HGNC:6915]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"230113_AT","ENSG00000076770","MBNL3","muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"229498_AT","ENSG00000076770","MBNL3","muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219814_AT","ENSG00000076770","MBNL3","muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"237495_AT","ENSG00000150054","MPP7","membrane palmitoylated protein 7 [Source:HGNC Symbol;Acc:HGNC:26542]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"238778_AT","ENSG00000150054","MPP7","membrane palmitoylated protein 7 [Source:HGNC Symbol;Acc:HGNC:26542]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1564308_A_AT","ENSG00000150054","MPP7","membrane palmitoylated protein 7 [Source:HGNC Symbol;Acc:HGNC:26542]","AFFY_HG_U133_PLUS_2"
"238451_AT","ENSG00000150054","MPP7","membrane palmitoylated protein 7 [Source:HGNC Symbol;Acc:HGNC:26542]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"226622_AT","None","None","None",""
"231941_S_AT","ENSG00000176945","MUC20","mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"231941_S_AT","ENSG00000224769","MUC20P1","mucin 20, cell surface associated pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51921]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"243774_AT","ENSG00000176945","MUC20","mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"243774_AT","ENSG00000242086","MUC20-OT1","MUC20 overlapping transcript [Source:HGNC Symbol;Acc:HGNC:53807]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"217545_AT","ENSG00000105357","MYH14","myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"217660_AT","ENSG00000105357","MYH14","myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219946_X_AT","ENSG00000105357","MYH14","myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226988_S_AT","ENSG00000105357","MYH14","myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"232977_X_AT","ENSG00000105357","MYH14","myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"234290_X_AT","ENSG00000105357","MYH14","myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225299_AT","ENSG00000167306","MYO5B","myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225301_S_AT","ENSG00000167306","MYO5B","myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225301_S_AT","ENSG00000266997","None","novel protein","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225911_AT","ENSG00000168743","NPNT","nephronectin [Source:HGNC Symbol;Acc:HGNC:27405]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"244747_AT","ENSG00000168743","NPNT","nephronectin [Source:HGNC Symbol;Acc:HGNC:27405]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"233492_S_AT","ENSG00000180658","OR2A4","olfactory receptor family 2 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:14729]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"233492_S_AT","ENSG00000243896","OR2A7","olfactory receptor family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:8234]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"233493_AT","ENSG00000180658","OR2A4","olfactory receptor family 2 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:14729]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"233493_AT","ENSG00000243896","OR2A7","olfactory receptor family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:8234]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"211778_S_AT","ENSG00000125850","OVOL2","ovo like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:15804]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1555310_A_AT","ENSG00000137843","PAK6","p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]","AFFY_HG_U133_PLUS_2"
"219461_AT","ENSG00000137843","PAK6","p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209873_S_AT","ENSG00000184363","PKP3","plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209872_S_AT","ENSG00000184363","PKP3","plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207222_AT","ENSG00000069764","PLA2G10","phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207222_AT","ENSG00000254609","None","phospholipase A2, group X (PLA2G10) pseudogene","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207109_AT","ENSG00000137709","POU2F3","POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:19864]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215355_AT","ENSG00000137709","POU2F3","POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:19864]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"243383_AT","ENSG00000137709","POU2F3","POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:19864]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"203407_AT","ENSG00000118898","PPL","periplakin [Source:HGNC Symbol;Acc:HGNC:9273]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226907_AT","ENSG00000198729","PPP1R14C","protein phosphatase 1 regulatory inhibitor subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1562378_S_AT","ENSG00000155066","PROM2","prominin 2 [Source:HGNC Symbol;Acc:HGNC:20685]","AFFY_HG_U133_PLUS_2"
"239528_AT","ENSG00000155066","PROM2","prominin 2 [Source:HGNC Symbol;Acc:HGNC:20685]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1552797_S_AT","ENSG00000155066","PROM2","prominin 2 [Source:HGNC Symbol;Acc:HGNC:20685]","AFFY_HG_U133_PLUS_2"
"226961_AT","ENSG00000176532","PRR15","proline rich 15 [Source:HGNC Symbol;Acc:HGNC:22310]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"227184_AT","ENSG00000169403","PTAFR","platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
